pais,casos_confirmados,muertes,recuperados,en_tratamiento,tasa_letalidad,actualizacion
Costa de Marfil,9,0,1,8,0,2020-03-19
Guatemala,9,1,0,8,11.11,2020-03-19
Trinidad y Tobago,9,0,0,9,0,2020-03-19
Nigeria,8,0,1,7,0,2020-03-19
Ruanda,8,0,0,8,0,2020-03-19
Guyana,7,1,0,6,14.29,2020-03-19
Kenya,7,0,0,7,0,2020-03-19
Mónaco,7,0,0,7,0,2020-03-19
Etiopía,6,0,0,6,0,2020-03-19
Guinea Ecuatorial,6,0,0,6,0,2020-03-19
Mongolia,6,0,0,6,0,2020-03-19
Seychelles,6,0,0,6,0,2020-03-19
Tanzania,6,0,0,6,0,2020-03-19
Barbados,5,0,0,5,0,2020-03-19
Aruba,4,0,0,4,0,2020-03-19
"Bahamas, The",3,0,0,3,0,2020-03-19
Kirguistán,3,0,0,3,0,2020-03-19
Mauricio,3,0,0,3,0,2020-03-19
Mayotte,3,0,0,3,0,2020-03-19
Montenegro,3,0,0,3,0,2020-03-19
Namibia,3,0,0,3,0,2020-03-19
República del Congo,3,0,0,3,0,2020-03-19
Benin,2,0,0,2,0,2020-03-19
Kosovo,2,0,0,2,0,2020-03-19
Liberia,2,0,0,2,0,2020-03-19
Mauritania,2,0,0,2,0,2020-03-19
Santa Lucía,2,0,0,2,0,2020-03-19
Sudán,2,1,0,1,50,2020-03-19
Zambia,2,0,0,2,0,2020-03-19
Antigua y Barbuda,1,0,0,1,0,2020-03-19
Bután,1,0,0,1,0,2020-03-19
Chad,1,0,0,1,0,2020-03-19
Ciudad del Vaticano,1,0,0,1,0,2020-03-19
Djibouti,1,0,0,1,0,2020-03-19
El Salvador,1,0,0,1,0,2020-03-19
Esuatini,1,0,0,1,0,2020-03-19
Fiji,1,0,0,1,0,2020-03-19
Gabón,1,0,0,1,0,2020-03-19
Gambia,1,0,0,1,0,2020-03-19
Guinea,1,0,0,1,0,2020-03-19
Nepal,1,0,1,0,0,2020-03-19
Nicaragua,1,0,0,1,0,2020-03-19
República Centroafricana,1,0,0,1,0,2020-03-19
San Vincente y las Granadinas,1,0,0,1,0,2020-03-19
Somalia,1,0,0,1,0,2020-03-19
Surinam,1,0,0,1,0,2020-03-19
Togo,1,0,0,1,0,2020-03-19
Bahamas,0,0,0,0,NaN,2020-03-19
Groenlandia,0,0,0,0,NaN,2020-03-19
Guam,0,0,0,0,NaN,2020-03-19
Guernsey,0,0,0,0,NaN,2020-03-19
Jersey,0,0,0,0,NaN,2020-03-19
Puerto Rico,0,0,0,0,NaN,2020-03-19
