pais,casos_confirmados,muertes,recuperados,en_tratamiento,tasa_letalidad,actualizacion
Jamaica,13,0,2,11,0,2020-03-18
Maldivas,13,0,0,13,0,2020-03-18
Bolivia,12,0,0,12,0,2020-03-18
Reunion,12,0,0,12,0,2020-03-18
Guayana Francesa,11,0,0,11,0,2020-03-18
Paraguay,11,0,0,11,0,2020-03-18
Camerún,10,0,0,10,0,2020-03-18
Honduras,9,0,0,9,0,2020-03-18
Nigeria,8,0,1,7,0,2020-03-18
Ruanda,8,0,0,8,0,2020-03-18
Cuba,7,1,0,6,14.29,2020-03-18
Ghana,7,0,0,7,0,2020-03-18
Guyana,7,1,0,6,14.29,2020-03-18
Mónaco,7,0,0,7,0,2020-03-18
Trinidad y Tobago,7,0,0,7,0,2020-03-18
Costa de Marfil,6,0,1,5,0,2020-03-18
Etiopía,6,0,0,6,0,2020-03-18
Guatemala,6,1,0,5,16.67,2020-03-18
Mongolia,6,0,0,6,0,2020-03-18
Aruba,4,0,0,4,0,2020-03-18
Guinea Ecuatorial,4,0,0,4,0,2020-03-18
Rep. Dem. del Congo,4,0,0,4,0,2020-03-18
Seychelles,4,0,0,4,0,2020-03-18
Kenya,3,0,0,3,0,2020-03-18
Kirguistán,3,0,0,3,0,2020-03-18
Mauricio,3,0,0,3,0,2020-03-18
Mayotte,3,0,0,3,0,2020-03-18
Tanzania,3,0,0,3,0,2020-03-18
Barbados,2,0,0,2,0,2020-03-18
Benin,2,0,0,2,0,2020-03-18
Kosovo,2,0,0,2,0,2020-03-18
Liberia,2,0,0,2,0,2020-03-18
Namibia,2,0,0,2,0,2020-03-18
Santa Lucía,2,0,0,2,0,2020-03-18
Sudán,2,1,0,1,50,2020-03-18
Zambia,2,0,0,2,0,2020-03-18
Antigua y Barbuda,1,0,0,1,0,2020-03-18
Bahamas,1,0,0,1,0,2020-03-18
Bután,1,0,0,1,0,2020-03-18
Ciudad del Vaticano,1,0,0,1,0,2020-03-18
Djibouti,1,0,0,1,0,2020-03-18
Esuatini,1,0,0,1,0,2020-03-18
Gabón,1,0,0,1,0,2020-03-18
Gambia,1,0,0,1,0,2020-03-18
Groenlandia,1,0,0,1,0,2020-03-18
Guinea,1,0,0,1,0,2020-03-18
Mauritania,1,0,0,1,0,2020-03-18
Montenegro,1,0,0,1,0,2020-03-18
Nepal,1,0,1,0,0,2020-03-18
República Centroafricana,1,0,0,1,0,2020-03-18
República del Congo,1,0,0,1,0,2020-03-18
San Vincente y las Granadinas,1,0,0,1,0,2020-03-18
Somalia,1,0,0,1,0,2020-03-18
Surinam,1,0,0,1,0,2020-03-18
Togo,1,0,0,1,0,2020-03-18
Guam,0,0,0,0,NaN,2020-03-18
Guernsey,0,0,0,0,NaN,2020-03-18
Jersey,0,0,0,0,NaN,2020-03-18
Puerto Rico,0,0,0,0,NaN,2020-03-18
